user_id,long_pos_pty,short_pos_qty,mark_price,fee,real_fee
"6807050",98,0,0.2207592234020517,-2.130828296778779932896,"-3.3169904005137162"
"6808655",5,0,0.2207592234020517,-0.108715729427488772112,"-0.1692342041078427"
"6809346",344,0,0.2207592234020517,-7.47964218461122751952,"-11.6433132426195753"
"6810023",14805,3420,0.2207592234020517,-247.545715906391934039936,"-385.3462827535577475"
"6813949",105,0,0.2207592234020517,-2.283030317977264213824,"-3.5539182862646960"
"6820911",500,0,0.2207592234020517,-10.871572942748877208608,"-16.9234204107842665"
"6854637",0,20,0.2207592234020517,0.434862917709955088304,"0.6769368164312801"
"6856680",96,0,0.2207592234020517,-2.08734200500778442408,"-3.2492967188705792"
"6874531",1,0,0.2207592234020517,-0.021743145885497754432,"-0.0338468408215685"
"6890843",4,0,0.2207592234020517,-0.08697258354199101768,"-0.1353873632862741"
"6894187",0,262,0.2207592234020517,5.696704222000411657296,"8.8678722952497687"
"6922957",1,0,0.2207592234020517,-0.021743145885497754432,"-0.0338468408215685"
"6930743",0,600,0.2207592234020517,13.04588753129865265032,"20.3081044929384017"
"6932722",1,4,0.2207592234020517,0.065229437656493263248,"0.1015405224646920"
"6938571",235,0,0.2207592234020517,-5.109639283091972288064,"-7.9540075930686052"
"6959105",2,0,0.2207592234020517,-0.043486291770995508864,"-0.0676936816431371"
"6969124",1,0,0.2207592234020517,-0.021743145885497754432,"-0.0338468408215685"
"6969530",38,0,0.2207592234020517,-0.826239543648914667888,"-1.2861799512196043"
"6970208",5,0,0.2207592234020517,-0.108715729427488772112,"-0.1692342041078427"
"7012478",4,0,0.2207592234020517,-0.08697258354199101768,"-0.1353873632862741"
"7013615",8,0,0.2207592234020517,-0.17394516708398203536,"-0.2707747265725483"
"7051692",0,90,0.2207592234020517,1.956883129694797897536,"3.0462156739407603"
"7069100",0,1100,0.2207592234020517,23.917460474047529858928,"37.2315249037204031"
"7069242",175,0,0.2207592234020517,-3.805050529962107023056,"-5.9231971437744933"
"7069780",332,0,0.2207592234020517,-7.218724433985254466528,"-11.2371511527607529"
"7077832",8,0,0.2207592234020517,-0.17394516708398203536,"-0.2707747265725483"
"7078509",21,0,0.2207592234020517,-0.456606063595452842784,"-0.7107836572529392"
"7094246",869,867,0.2207592234020517,-0.043486291770995508864,"-0.0676936816431371"
"7098440",0,11387,0.2207592234020517,247.589202198162929548704,"385.4139764351493006"
"7098443",10,0,0.2207592234020517,-0.217431458854977544176,"-0.3384684082156853"
"7101421",15,0,0.2207592234020517,-0.326147188282466316288,"-0.5077026123235280"
"7110608",100,0,0.2207592234020517,-2.17431458854977544176,"-3.3846840821568533"
"7112551",2,0,0.2207592234020517,-0.043486291770995508864,"-0.0676936816431371"
"7114532",0,11,0.2207592234020517,0.23917460474047529856,"0.3723152490372040"
"7121547",200,0,0.2207592234020517,-4.348629177099550883472,"-6.7693681643137066"
"7127695",38035,0,0.2207592234020517,-827.000553754907089258512,"-1287.3645906483591502"
"7130927",2058,0,0.2207592234020517,-44.747394232354378590624,"-69.6567984107880408"
"7131246",1345,0,0.2207592234020517,-29.244531215994479691168,"-45.5240009050096768"
"7131313",40,0,0.2207592234020517,-0.869725835419910176704,"-1.3538736328627413"
"7138674",0,50,0.2207592234020517,1.087157294274887720832,"1.6923420410782001"
