"id","coin_id","contract_id","mark_price","basis_ema","spot_index_price","best_bid","best_ask","mark_price_factor","mp_alpha_factor","mp_lag","generate_time","mark_price_max_ema","side","status","modify_time","create_time","dt","last_price"
"375786669150586882","86","103","0.0144520193421279","0.0000205859401279","0.0144314334020000","0.0144600000000000","0.0144400000000000","0.9544633101887449","0.1353000000000000","10.0000000000000000","1574755201851","0.2000000000000000","23","1","2019-11-26 16:00:01","2019-11-26 16:00:01","233","0E-16"
"375787204494772224","86","103","0.0144500000000000","0.0000110235430606","0.0144287866590000","0.0144500000000000","0.0144400000000000","0.9604001417648177","0.1353000000000000","10.0000000000000000","1574755265669","0.2000000000000000","25","1","2019-11-26 16:01:05","2019-11-26 16:01:05","202","0.0144500000000000"
"375787712190105600","86","103","0.0144500000000000","0.0000088566359403","0.0144150731026667","0.0144400000000000","0.0144100000000000","0.9607844287674966","0.1353000000000000","10.0000000000000000","1574755326190","0.2000000000000000","25","1","2019-11-26 16:02:06","2019-11-26 16:02:06","200","0.0144500000000000"
"375788220883683328","86","103","0.0144500000000000","0.0000064066595649","0.0144095849633333","0.0144300000000000","0.0144000000000000","0.9621306445847717","0.1353000000000000","10.0000000000000000","1574755386832","0.2000000000000000","25","1","2019-11-26 16:03:06","2019-11-26 16:03:06","193","0.0144500000000000"
"375788751253424128","86","103","0.0143700000000000","-0.0000010729525200","0.0143770002833333","0.0143900000000000","0.0143600000000000","0.9596320288102654","0.1353000000000000","10.0000000000000000","1574755450057","0.2000000000000000","25","1","2019-11-26 16:04:10","2019-11-26 16:04:10","206","0.0143700000000000"
"375789213591554048","86","103","0.0144118937708405","0.0000277897681738","0.0143841040026667","0.0144200000000000","0.0144100000000000","0.9613611476012339","0.1353000000000000","10.0000000000000000","1574755505169","0.2000000000000000","23","1","2019-11-26 16:05:05","2019-11-26 16:05:05","197","0E-16"
"375789721353996288","86","103","0.0144095654849322","0.0000101951475989","0.0143993703373333","0.0144200000000000","0.0143900000000000","0.9898505272845141","0.1353000000000000","10.0000000000000000","1574755565692","0.2000000000000000","23","1","2019-11-26 16:06:05","2019-11-26 16:06:05","51","0E-16"
"375790229586200576","86","103","0.0144055397580745","0.0000143443020745","0.0143911954560000","0.0144100000000000","0.0144000000000000","0.9625156240173169","0.1353000000000000","10.0000000000000000","1574755626288","0.2000000000000000","23","1","2019-11-26 16:07:06","2019-11-26 16:07:06","191","0E-16"
"375790715739588608","86","103","0.0144180072857316","0.0000225461577316","0.0143954611280000","0.0144300000000000","0.0144100000000000","0.9531278225266308","0.1353000000000000","10.0000000000000000","1574755684237","0.2000000000000000","23","1","2019-11-26 16:08:04","2019-11-26 16:08:04","240","0E-16"
"375791222872885248","86","103","0.0144178363031099","0.0000182074464432","0.0143996288566667","0.0144300000000000","0.0144100000000000","0.9657941748919120","0.1353000000000000","10.0000000000000000","1574755744688","0.2000000000000000","23","1","2019-11-26 16:09:04","2019-11-26 16:09:04","174","0E-16"
"375791719704971264","86","103","0.0143918600763796","-0.0000062431512871","0.0143981032276667","0.0144000000000000","0.0143800000000000","0.9596320288102654","0.1353000000000000","10.0000000000000000","1574755803924","0.2000000000000000","23","1","2019-11-26 16:10:03","2019-11-26 16:10:03","206","0E-16"
"375792267086809088","86","103","0.0143801628062398","0.0000071130835731","0.0143730497226667","0.0143900000000000","0.0143700000000000","0.9681151675413938","0.1353000000000000","10.0000000000000000","1574755869175","0.2000000000000000","23","1","2019-11-26 16:11:09","2019-11-26 16:11:09","162","0E-16"
"375792775721666560","86","103","0.0143742514803999","0.0000078122753999","0.0143664392050000","0.0143800000000000","0.0143700000000000","0.9667605781633051","0.1353000000000000","10.0000000000000000","1574755929801","0.2000000000000000","23","1","2019-11-26 16:12:09","2019-11-26 16:12:09","169","0E-16"
"375793199841298432","86","103","0.0143764232514011","0.0000121951254011","0.0143642281260000","0.0143800000000000","0.0143700000000000","0.9679215386309433","0.1353000000000000","10.0000000000000000","1574755980370","0.2000000000000000","23","1","2019-11-26 16:13:00","2019-11-26 16:13:00","163","0E-16"
"375793708492933120","86","103","0.0143640467211399","0.0000040531291399","0.0143599935920000","0.0143700000000000","0.0143600000000000","0.9588645301803944","0.1353000000000000","10.0000000000000000","1574756041006","0.2000000000000000","23","1","2019-11-26 16:14:01","2019-11-26 16:14:01","210","0E-16"
"375794213705238528","86","103","0.0143402740723443","4.638473443E-7","0.0143398102250000","0.0143800000000000","0.0143600000000000","0.9598239994367634","0.1353000000000000","10.0000000000000000","1574756101232","0.2000000000000000","23","1","2019-11-26 16:15:01","2019-11-26 16:15:01","205","0E-16"
"375794723514501121","86","103","0.0143782635617643","0.0000129552730976","0.0143653082886667","0.0143900000000000","0.0143700000000000","0.9588645301803944","0.1353000000000000","10.0000000000000000","1574756162006","0.2000000000000000","23","1","2019-11-26 16:16:02","2019-11-26 16:16:02","210","0E-16"
"375795231838980096","86","103","0.0143857574926171","0.0000124927122838","0.0143732647803333","0.0144000000000000","0.0143800000000000","0.9604001417648177","0.1353000000000000","10.0000000000000000","1574756222604","0.2000000000000000","23","1","2019-11-26 16:17:02","2019-11-26 16:17:02","202","0E-16"
"375795739131660288","86","103","0.0143955338422967","0.0000226599282967","0.0143728739140000","0.0144000000000000","0.0143900000000000","0.9600160084662330","0.1353000000000000","10.0000000000000000","1574756283074","0.2000000000000000","23","1","2019-11-26 16:18:03","2019-11-26 16:18:03","204","0E-16"
"375796248437606400","86","103","0.0143550024958358","0.0000101759021691","0.0143448265936667","0.0143600000000000","0.0143500000000000","0.9594400965790579","0.1353000000000000","10.0000000000000000","1574756343790","0.2000000000000000","23","1","2019-11-26 16:19:03","2019-11-26 16:19:03","207","0E-16"
"375796755327633408","86","103","0.0143429789914817","0.0000021852234817","0.0143407937680000","0.0143600000000000","0.0143300000000000","0.9675343969831691","0.1353000000000000","10.0000000000000000","1574756404211","0.2000000000000000","23","1","2019-11-26 16:20:04","2019-11-26 16:20:04","165","0E-16"
"375797261529794560","86","103","0.0143502033000202","0.0000176674780202","0.0143325358220000","0.0143600000000000","0.0143400000000000","0.9817658914026942","0.1353000000000000","10.0000000000000000","1574756464545","0.2000000000000000","23","1","2019-11-26 16:21:04","2019-11-26 16:21:04","92","0E-16"
"375797769057355777","86","103","0.0143661674367330","0.0000137871967330","0.0143523802400000","0.0143700000000000","0.0143500000000000","0.9604001417648177","0.1353000000000000","10.0000000000000000","1574756525063","0.2000000000000000","23","1","2019-11-26 16:22:05","2019-11-26 16:22:05","202","0E-16"
"375798276165486592","86","103","0.0143439548375935","0.0000103941975935","0.0143335606400000","0.0143600000000000","0.0143400000000000","0.9627081714957352","0.1353000000000000","10.0000000000000000","1574756585512","0.2000000000000000","23","1","2019-11-26 16:23:05","2019-11-26 16:23:05","190","0E-16"
"375798784708069376","86","103","0.0143564295500269","0.0000203324340269","0.0143360971160000","0.0143700000000000","0.0143400000000000","0.9621306445847717","0.1353000000000000","10.0000000000000000","1574756646137","0.2000000000000000","23","1","2019-11-26 16:24:06","2019-11-26 16:24:06","193","0E-16"
"375799294399891457","86","103","0.0143530834783222","0.0000175990093222","0.0143354844690000","0.0143500000000000","0.0143400000000000","0.9594400965790579","0.1353000000000000","10.0000000000000000","1574756706890","0.2000000000000000","23","1","2019-11-26 16:25:06","2019-11-26 16:25:06","207","0E-16"
"375799802657261568","86","103","0.0143430300980590","0.0000110619633923","0.0143319681346667","0.0143500000000000","0.0143400000000000","0.9950118305845431","0.1353000000000000","10.0000000000000000","1574756767487","0.2000000000000000","23","1","2019-11-26 16:26:07","2019-11-26 16:26:07","25","0E-16"
"375800312894343168","86","103","0.0143687310463829","0.0000235952663829","0.0143451357800000","0.0143800000000000","0.0143700000000000","0.9602080559063565","0.1353000000000000","10.0000000000000000","1574756828311","0.2000000000000000","23","1","2019-11-26 16:27:08","2019-11-26 16:27:08","203","0E-16"
"375800775677069312","86","103","0.0143848387241029","0.0000097628707696","0.0143750758533333","0.0143900000000000","0.0143800000000000","0.9632860450720239","0.1353000000000000","10.0000000000000000","1574756883474","0.2000000000000000","23","1","2019-11-26 16:28:03","2019-11-26 16:28:03","187","0E-16"
"375801294806075392","86","103","0.0144242243053723","0.0000375410417056","0.0143866832636667","0.0144300000000000","0.0144000000000000","0.9617458191332734","0.1353000000000000","10.0000000000000000","1574756945364","0.2000000000000000","23","1","2019-11-26 16:29:05","2019-11-26 16:29:05","195","0E-16"
"375801803826808832","86","103","0.0144027360154343","0.0000317492474343","0.0143709867680000","0.0144200000000000","0.0143900000000000","0.9615534641311696","0.1353000000000000","10.0000000000000000","1574757006044","0.2000000000000000","23","1","2019-11-26 16:30:06","2019-11-26 16:30:06","196","0E-16"
"375802313627682816","86","103","0.0144394809985825","0.0000235675105825","0.0144159134880000","0.0144500000000000","0.0144400000000000","0.9491325607934813","0.1353000000000000","10.0000000000000000","1574757066811","0.2000000000000000","23","1","2019-11-26 16:31:06","2019-11-26 16:31:06","261","0E-16"
