user_id,long_pos_pty,short_pos_qty,mark_price,fee,real_fee
"10734018",38,0,147.5532821758368226,-0.000051506817658879354,"-0.0033451871208060"
"10734019",40,0,147.5532821758368226,-0.000054217702798820372,"-0.0035212496008484"
"10734020",41,0,147.5532821758368226,-0.00005557314536879088,"-0.0036092808408696"
"10734021",39,0,147.5532821758368226,-0.000052862260228849862,"-0.0034332183608272"
"10734022",40,0,147.5532821758368226,-0.000054217702798820372,"-0.0035212496008484"
"10734023",33,0,147.5532821758368226,-0.000044729604809026806,"-0.0029050309206999"
"10734875",1383,968,147.5532821758368226,-0.000562508666537761346,"-0.0365329646088019"
"10736777",93,0,147.5532821758368226,-0.000126056159007257362,"-0.0081869053219725"
"10736778",72,0,147.5532821758368226,-0.000097591865037876668,"-0.0063382492815271"
"10736779",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736780",75,0,147.5532821758368226,-0.000101658192747788196,"-0.0066023430015907"
"10736781",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736782",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736783",79,0,147.5532821758368226,-0.000107079963027670232,"-0.0069544679616755"
"10736784",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736785",79,0,147.5532821758368226,-0.000107079963027670232,"-0.0069544679616755"
"10736786",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736787",79,0,147.5532821758368226,-0.000107079963027670232,"-0.0069544679616755"
"10736788",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736789",72,0,147.5532821758368226,-0.000097591865037876668,"-0.0063382492815271"
"10736790",79,0,147.5532821758368226,-0.000107079963027670232,"-0.0069544679616755"
"10736791",79,0,147.5532821758368226,-0.000107079963027670232,"-0.0069544679616755"
"10736792",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736793",79,0,147.5532821758368226,-0.000107079963027670232,"-0.0069544679616755"
"10736794",86,0,147.5532821758368226,-0.000116568061017463798,"-0.0075706866418240"
"10736795",79,0,147.5532821758368226,-0.000107079963027670232,"-0.0069544679616755"
"10736796",85,0,147.5532821758368226,-0.000115212618447493288,"-0.0074826554018028"
"10736801",72,0,147.5532821758368226,-0.000097591865037876668,"-0.0063382492815271"
