user_id,long_pos_pty,short_pos_qty,mark_price,fee,real_fee
"6248405",722,0,3.8738065650709257,-1.1182798953000084081,"-0.7636668488626681"
"6249975",236,0,3.8738065650709257,-0.36553193253573682038,"-0.2496196348082959"
"6256292",0,6,3.8738065650709257,0.00929318472548483436,"0.0063462619019043"
"6271174",100,0,3.8738065650709257,-0.15488641209141390696,"-0.1057710316984305"
"6278944",20,0,3.8738065650709257,-0.03097728241828278144,"-0.0211542063396861"
"6281169",890,0,3.8738065650709257,-1.37848906761358377174,"-0.9413621821160313"
"6283111",251,0,3.8738065650709257,-0.3887648943494489064,"-0.2654852895630605"
"6310769",0,1,3.8738065650709257,0.00154886412091413906,"0.0010577103169840"
"6313073",2905,1928,3.8738065650709257,-1.51324024613311387074,"-1.0333829796936659"
"6316738",30,0,3.8738065650709257,-0.0464659236274241721,"-0.0317313095095291"
"6328553",100,0,3.8738065650709257,-0.15488641209141390696,"-0.1057710316984305"
"6336176",137,0,3.8738065650709257,-0.21219438456523705254,"-0.1449063134268498"
"6354374",0,248,3.8738065650709257,0.38411830198670648916,"0.2623121586120436"
"6356944",1,0,3.8738065650709257,-0.00154886412091413912,"-0.0010577103169843"
"6357899",22,3,3.8738065650709257,-0.02942841829736864232,"-0.0200964960227018"
"6360677",450,0,3.8738065650709257,-0.6969888544113625812,"-0.4759696426429372"
"6365729",82,0,3.8738065650709257,-0.1270068579149594037,"-0.0867322459927130"
"6377645",9,0,3.8738065650709257,-0.01393977708822725166,"-0.0095193928528587"
"6385902",220,80,3.8738065650709257,-0.21684097692797946972,"-0.1480794443778027"
"6391280",730,374,3.8738065650709257,-0.55139562704543350872,"-0.3765448728464125"
"6406042",150,0,3.8738065650709257,-0.23232961813712086044,"-0.1586565475476457"
"6409828",1,0,3.8738065650709257,-0.00154886412091413912,"-0.0010577103169843"
"6410952",10,0,3.8738065650709257,-0.01548864120914139072,"-0.0105771031698430"
"6415652",127,0,3.8738065650709257,-0.19670574335609566182,"-0.1343292102570067"
"6416064",1248,0,3.8738065650709257,-1.93298242290084555852,"-1.3200224755964125"
"6417125",9,0,3.8738065650709257,-0.01393977708822725166,"-0.0095193928528587"
"6418197",736,0,3.8738065650709257,-1.13996399299280635506,"-0.7784747933004484"
"6422461",100,0,3.8738065650709257,-0.15488641209141390696,"-0.1057710316984305"
"6426648",25,0,3.8738065650709257,-0.03872160302285347674,"-0.0264427579246076"
"6437931",436,0,3.8738065650709257,-0.67530475671856463424,"-0.4611616982051569"
"6442615",74,0,3.8738065650709257,-0.11461594494764629116,"-0.0782705634568386"
"6453447",9,0,3.8738065650709257,-0.01393977708822725166,"-0.0095193928528587"
"6456066",0,300,3.8738065650709257,0.46465923627424172076,"0.3173130950952140"
"6465549",316,251,3.8738065650709257,-0.10067616785941903956,"-0.0687511706039798"
"6469921",90,0,3.8738065650709257,-0.13939777088227251624,"-0.0951939285285874"
"6477642",10,0,3.8738065650709257,-0.01548864120914139072,"-0.0105771031698430"
"6480495",355,685,3.8738065650709257,0.51112515990166589286,"0.3490444046047354"
"6483961",0,200,3.8738065650709257,0.30977282418282781386,"0.2115420633968093"
"6484147",1116,0,3.8738065650709257,-1.7285323589401792014,"-1.1804047137544842"
"6499565",10,0,3.8738065650709257,-0.01548864120914139072,"-0.0105771031698430"
"6501469",108,0,3.8738065650709257,-0.1672773250587270195,"-0.1142327142343049"
"6508597",0,97,3.8738065650709257,0.15023981972867148972,"0.1025979007474525"
"6509819",0,24,3.8738065650709257,0.03717273890193933762,"0.0253850476076171"
"6510188",50,0,3.8738065650709257,-0.07744320604570695348,"-0.0528855158492152"
"6510257",6000,0,3.8738065650709257,-9.29318472548483441592,"-6.3462619019058292"
"6519941",3,0,3.8738065650709257,-0.00464659236274241724,"-0.0031731309509529"
"6521003",13,0,3.8738065650709257,-0.02013523357188380796,"-0.0137502341207960"
"6521148",584,0,3.8738065650709257,-0.9045366466138572165,"-0.6177028251188340"
"6521848",3,0,3.8738065650709257,-0.00464659236274241724,"-0.0031731309509529"
"6529370",50,0,3.8738065650709257,-0.07744320604570695348,"-0.0528855158492152"
"6539659",40,69,3.8738065650709257,0.04491705950651003298,"0.0306735991925374"
"6541086",3265,0,3.8738065650709257,-5.05704135478466406132,"-3.4534241849537554"
"6543175",168,0,3.8738065650709257,-0.2602091723135753637,"-0.1776953332533632"
"6543293",0,1,3.8738065650709257,0.00154886412091413906,"0.0010577103169840"
"6544723",21,0,3.8738065650709257,-0.0325261465391969205,"-0.0222119166566704"
"6544948",80,0,3.8738065650709257,-0.12390912967313112558,"-0.0846168253587444"
"6546320",0,72,3.8738065650709257,0.11151821670581801298,"0.0761551428228514"
"6548529",68,0,3.8738065650709257,-0.10532276022216145674,"-0.0719243015549327"
"6549961",10,0,3.8738065650709257,-0.01548864120914139072,"-0.0105771031698430"
"6552806",150,0,3.8738065650709257,-0.23232961813712086044,"-0.1586565475476457"
"6587441",385,0,3.8738065650709257,-0.5963126865519435417,"-0.4072184720389574"
"6596584",0,31,3.8738065650709257,0.0480147877483383111,"0.0327890198265054"
"6622929",187,0,3.8738065650709257,-0.28963759061094400602,"-0.1977918292760650"
"6623433",120,130,3.8738065650709257,0.01548864120914139066,"0.0105771031698405"
"6775758",20,0,3.8738065650709257,-0.03097728241828278144,"-0.0211542063396861"
"6793806",134,0,3.8738065650709257,-0.2075477922024946353,"-0.1417331824758969"
"6805041",3,0,3.8738065650709257,-0.00464659236274241724,"-0.0031731309509529"
"6808498",390,0,3.8738065650709257,-0.60405700715651423706,"-0.4125070236238789"
"6810023",2009,10525,3.8738065650709257,13.19012685370480831422,"9.0074610594361418"
"6822945",120,0,3.8738065650709257,-0.18586369450969668834,"-0.1269252380381166"
"6837725",2844,653,3.8738065650709257,-3.39356128892287870092,"-2.3174433045126120"
"6844971",1500,0,3.8738065650709257,-2.32329618137120860398,"-1.5865654754764573"
"6846852",44,0,3.8738065650709257,-0.06815002132022211906,"-0.0465392539473094"
"6856766",10,0,3.8738065650709257,-0.01548864120914139072,"-0.0105771031698430"
"6901876",25,0,3.8738065650709257,-0.03872160302285347674,"-0.0264427579246076"
"6950901",470,0,3.8738065650709257,-0.72796613682964536258,"-0.4971238489826233"
"6953479",10,0,3.8738065650709257,-0.01548864120914139072,"-0.0105771031698430"
